source_csv,n_rows,columns,pvalue_column,raw_pvalue_triggers,formal_matched_step_triggers,block_diagnostic_triggers,unclassified_rows,source_formal_trigger_mismatches
exp4_results/appendix/graph_locality_diagnostics_main.csv,36,arch;optimizer;seed;n_points;d_full;k_initial;k_used;kmax;k_used_over_n_minus_1;connected_at_initial_k;initial_components;connected_at_final_k;final_components;adaptive_growth_used;edge_count;possible_edges;graph_density;edge_median;edge_p95;edge_p99;edge_max;edge_max_over_median;allpair_median;allpair_p95;allpair_p99;allpair_max;edge_max_over_allpair_median;edge_max_over_allpair_p95;edge_p95_over_allpair_p95;near_complete_graph_flag;geo_Lobs;geo_pperm;geo_formal_trigger;decision;kinematic_R;val_acc;trajectory_file;trajectory_sha256;elapsed_sec;geo_zero_frac;geo_null_collapsed;d_full_main;source_csv,geo_pperm,1,0,0,36,1
exp4_results/appendix/graph_locality_summary_by_arch_optimizer.csv,12,arch;optimizer;n_paths;connected_initial_count;adaptive_growth_count;k_used_min;k_used_median;k_used_max;graph_density_median;graph_density_max;edge_max_over_median_median;edge_max_over_median_max;edge_max_over_allpair_p95_max;near_complete_graph_count;source_csv,,0,0,0,12,0
exp4_results/appendix/table_appendix_full.csv,534,arch;optimizer;seed;rep;is_stub;analysis_role;is_formal_inference;space;pca_d;pca_var;prefix_ep;N_pts;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;train_loss;val_acc;kinematic_R;path_length;net_displacement;pca_d95;pca_d99;d_full;source_csv,geo_pperm,4,1,0,0,3
exp4_results/block_robustness/block_mlp2_mnist__adam__seed1242.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_mlp2_mnist__adam__seed2242.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_mlp2_mnist__adam__seed242.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_mlp2_mnist__adamw__seed1342.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_mlp2_mnist__adamw__seed2342.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,4,0,4,0,4
exp4_results/block_robustness/block_mlp2_mnist__adamw__seed342.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_mlp2_mnist__sgd__seed1042.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_mlp2_mnist__sgd__seed2042.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_mlp2_mnist__sgd__seed42.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_mlp2_mnist__sgd_momentum__seed1142.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_mlp2_mnist__sgd_momentum__seed142.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_mlp2_mnist__sgd_momentum__seed2142.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_resnet18_cifar10__adam__seed20242.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_resnet18_cifar10__adam__seed21242.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_resnet18_cifar10__adam__seed22242.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_resnet18_cifar10__adamw__seed20342.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_resnet18_cifar10__adamw__seed21342.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_resnet18_cifar10__adamw__seed22342.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_resnet18_cifar10__sgd__seed20042.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_resnet18_cifar10__sgd__seed21042.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_resnet18_cifar10__sgd__seed22042.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_resnet18_cifar10__sgd_momentum__seed20142.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_resnet18_cifar10__sgd_momentum__seed21142.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_resnet18_cifar10__sgd_momentum__seed22142.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_robustness_full.csv,144,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,4,0,4,0,4
exp4_results/block_robustness/block_robustness_pivot.csv,36,arch;optimizer;seed;1;5;10;20;decision_stable_across_b;source_csv,,0,0,0,0,0
exp4_results/block_robustness/block_robustness_summary.csv,48,arch;optimizer;block_size;n_seeds;seeds_fired;p_min;p_median;zrob_median;source_csv,,0,0,0,0,0
exp4_results/block_robustness/block_smallcnn_cifar10__adam__seed10242.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_smallcnn_cifar10__adam__seed11242.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_smallcnn_cifar10__adam__seed12242.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
exp4_results/block_robustness/block_smallcnn_cifar10__adamw__seed10342.csv,4,arch;optimizer;seed;rep;block_size;d_full;analysis_role;is_formal_inference;kinematic_R;geo_Lobs;geo_null_med;geo_null_max;geo_TSR;geo_pperm;geo_pct;geo_zrob;geo_delta;geo_zero_frac;geo_null_collapsed;geo_zrob_collapsed;geo_fallback;geo_separation_flag;geo_formal_trigger;geo_nominal_trigger;geo_k_used_obs;geo_null_k_min;geo_null_k_median;geo_null_k_max;geo_null_k_near_complete_frac;euc_Lobs;euc_null_med;euc_null_max;euc_TSR;euc_pperm;euc_pct;euc_zrob;euc_delta;euc_zero_frac;euc_null_collapsed;euc_zrob_collapsed;euc_fallback;euc_separation_flag;euc_formal_trigger;euc_nominal_trigger;decision;elapsed_sec;source_csv,geo_pperm,0,0,0,0,0
